,File_name,Script,translation,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,class_name
14092,word_16146.png,Latin,Center,,,,,0
14095,word_16149.png,Chinese,汇贤楼,,,,,5
14109,word_16163.png,Latin,Rd,,,,,0
14112,word_16166.png,Latin,Zoo,,,,,0
14113,word_16167.png,Chinese,北京展览馆,,,,,5
14115,word_16169.png,Latin,Exhibition,,,,,0
14123,word_16177.png,Chinese,防护网,,,,,5
14131,word_16185.png,Chinese,厂洼街中城店,,,,,5
14137,word_16191.png,Chinese,要求刷卡入园。,,,,,5
14146,word_16200.png,Chinese,中华人民共和国国务院,,,,,5
14160,word_16214.png,Latin,210m,,,,,0
14162,word_16216.png,Latin,510m,,,,,0
14163,word_16217.png,Latin,70m,,,,,0
14166,word_16220.png,Chinese,水榭,,,,,5
14168,word_16222.png,Latin,Pavilion,,,,,0
14169,word_16223.png,Chinese,游船码头,,,,,5
14172,word_16226.png,Latin,Tourist,,,,,0
14174,word_16228.png,Chinese,西门,,,,,5
14175,word_16229.png,Latin,West,,,,,0
14176,word_16230.png,Latin,Gate,,,,,0
14182,word_16236.png,Latin,The,,,,,0
14183,word_16237.png,Latin,Black,,,,,0
14193,word_16247.png,Latin,not,,,,,0
14208,word_16262.png,Latin,Bank,,,,,0
14212,word_16266.png,Chinese,中发,,,,,5
14222,word_16276.png,Chinese,开发竹旅游,,,,,5
14224,word_16278.png,Latin,The,,,,,0
14226,word_16280.png,Latin,China,,,,,0
14237,word_16291.png,Chinese,中国长白山矿泉水加工区,,,,,5
14242,word_16296.png,Chinese,温馨提示,,,,,5
14249,word_16303.png,Chinese,北京市窝沟封闭预防龋齿项目,,,,,5
14250,word_16304.png,Chinese,2011年,,,,,5
14251,word_16305.png,Chinese,北京市牙防办,,,,,5
14252,word_16306.png,Latin,SUBWAY,,,,,0
14261,word_16315.png,Chinese,回转自助火锅,,,,,5
14264,word_16318.png,Chinese,北京丁丁洋餐饮有限公司,,,,,5
14267,word_16321.png,Latin,PLAZA,,,,,0
14268,word_16322.png,Latin,SHOPPING,,,,,0
14272,word_16326.png,Chinese,活动日期,,,,,5
14274,word_16328.png,Chinese,购物节,,,,,5
14297,word_16352.png,Latin,BEIJING,,,,,0
14303,word_16358.png,Latin,VANTONE,,,,,0
14314,word_16369.png,Chinese,养生,,,,,5
14323,word_16378.png,Chinese,乌龙峡谷,,,,,5
14329,word_16384.png,Chinese,致远,,,,,5
14339,word_16394.png,Chinese,玉渡山风景区,,,,,5
14344,word_16399.png,Chinese,返回停车场,,,,,5
14346,word_16401.png,Chinese,岔路口,,,,,5
14352,word_16407.png,Latin,the,,,,,0
14353,word_16408.png,Latin,road,,,,,0
14356,word_16411.png,Chinese,定位编号:,,,,,5
14358,word_16413.png,Latin,YDS-002,,,,,0
14360,word_16415.png,Chinese,安全提示:如您需要救助,请,,,,5
14362,word_16417.png,Latin,Notice:,,,,,0
14366,word_16421.png,Latin,No.,,,,,0
14375,word_16430.png,Latin,No.,,,,,0
14383,word_16438.png,Chinese,精制而成香色味美,鲜甜软糯,风味独特,营养丰富,老幼,5
14393,word_16448.png,Chinese,建衡,,,,,5
14396,word_16451.png,Chinese,车,,,,,5
14399,word_16454.png,Chinese,上海中汽,,,,,5
14405,word_16460.png,Latin,LTD,,,,,0
14406,word_16461.png,Chinese,办公房代理,,,,,5
14411,word_16466.png,Chinese,中国·上海,,,,,5
14413,word_16468.png,Chinese,绿洲中环,,,,,5
14419,word_16474.png,Latin,400888-6878,,,,,0
14422,word_16477.png,Latin,YI,,,,,0
14425,word_16480.png,Latin,HIGHER,,,,,0
14429,word_16484.png,Latin,12,,,,,0
14432,word_16487.png,Latin,the,,,,,0
14436,word_16491.png,Latin,time,,,,,0
14440,word_16495.png,Chinese,火警通道圖,,,,,5
14445,word_16500.png,Latin,viewer.,,,,,0
14455,word_16510.png,Latin,PLAN,,,,,0
14460,word_16515.png,Latin,instructions,,,,,0
14465,word_16520.png,Latin,Your,,,,,0
14474,word_16529.png,Latin,DOOR,,,,,0
14482,word_16537.png,Latin,exit,,,,,0
14483,word_16538.png,Latin,nearest,,,,,0
14486,word_16541.png,Latin,safety,,,,,0
14487,word_16542.png,Latin,Per,,,,,0
14491,word_16546.png,Latin,do,,,,,0
14492,word_16547.png,Latin,not,,,,,0
14512,word_16567.png,Latin,and,,,,,0
14518,word_16573.png,Chinese,秋季新品上市,,,,,5
14524,word_16579.png,Chinese,温暖,超乎意外。,,,,5
14528,word_16583.png,Latin,ARRIVAL,,,,,0
14529,word_16584.png,Chinese,玛花纤体,,,,,5
14530,word_16585.png,Latin,Marie,,,,,0
14531,word_16586.png,Latin,NEW,,,,,0
14533,word_16588.png,Chinese,纤变精彩人生,,,,,5
14543,word_16598.png,Latin,TM,,,,,0
14548,word_16603.png,Chinese,即将开幕,,,,,5
14553,word_16608.png,Chinese,斗香園,,,,,5
14557,word_16612.png,Latin,SOON,,,,,0
14562,word_16617.png,Chinese,详情请咨询门店,,,,,5
14569,word_16624.png,Chinese,减100元,,,,,5
14574,word_16629.png,Latin,SI,,,,,0
14577,word_16632.png,Chinese,靡国际的时尚烘培品牌,,,,,5
14581,word_16636.png,Chinese,申虹,,,,,5
14583,word_16638.png,Latin,Shenhong,,,,,0
14592,word_16647.png,Chinese,火警119,,,,,5
14598,word_16653.png,Chinese,专家楼餐厅,,,,,5
14604,word_16660.png,Chinese,红门开,,,,,5
14606,word_16662.png,Latin,KEY,,,,,0
14608,word_16664.png,Latin,OF,,,,,0
14612,word_16668.png,Latin,15,,,,,0
14619,word_16675.png,Latin,W,,,,,0
14620,word_16676.png,Latin,WUZHENG,,,,,0
14623,word_16679.png,Chinese,讯飞语音实验室,,,,,5
14634,word_16690.png,Latin,of,,,,,0
14636,word_16693.png,Latin,Technology,,,,,0
14638,word_16695.png,Latin,China,,,,,0
14656,word_16714.png,Chinese,北京奇虎科技有限公司,,,,,5
14657,word_16715.png,Chinese,卫我梦想,士不可挡,,,,5
14666,word_16724.png,Chinese,时间:10月17日(周一)19:30,,,,,5
14667,word_16725.png,Chinese,无需持票入场,,,,,5
14669,word_16727.png,Chinese,中国金鸡百花电影节,,,,,5
14671,word_16729.png,Chinese,地点:东区大礼堂,,,,,5
14673,word_16731.png,Chinese,注意安全秩序,,,,,5
14675,word_16733.png,Chinese,请合理使用网络!,,,,,5
14682,word_16740.png,Chinese,家具、被褥起火:一般用水扑灭。用身边可盛水的物品和脸盆等向火焰上泼水,,,,,5
14700,word_16758.png,Chinese,因管理需要,此门暂,,,,5
14701,word_16759.png,Chinese,时关闭,有事请拨打门,,,,5
14710,word_16768.png,Chinese,包、饮料、食品,,,,,5
14720,word_16778.png,Chinese,合肥燃气,,,,,5
14722,word_16780.png,Chinese,注意安全,,,,,5
14729,word_16787.png,Chinese,为您温馨服务的蓝焰热线5133333,,,,,5
14744,word_16802.png,Chinese,太阳能转换与利用过程实验室,,,,,5
14750,word_16808.png,Latin,Solar,,,,,0
14763,word_16821.png,Chinese,中国南方航空,,,,,5
14771,word_16829.png,Latin,CHECK-IN,,,,,0
14773,word_16831.png,Latin,FIRST,,,,,0
14780,word_16838.png,Latin,CLASS,,,,,0
14785,word_16843.png,Chinese,蘭郡,,,,,5
14796,word_16854.png,Chinese,向外推开,,,,,5
14797,word_16855.png,Chinese,请您将车交给,,,,,5
14802,word_16860.png,Latin,MENGXI,,,,,0
14805,word_16863.png,Latin,4m,,,,,0
14807,word_16865.png,Latin,MG,,,,,0
14814,word_16872.png,Chinese,拉,,,,,5
14818,word_16876.png,Latin,BAKERY,,,,,0
14825,word_16883.png,Latin,XIANG,,,,,0
14848,word_16906.png,Chinese,注意安全,,,,,5
14849,word_16907.png,Chinese,当心坑洞,,,,,5
14850,word_16908.png,Chinese,必须戴安全帽,,,,,5
14854,word_16912.png,Chinese,惠通天下,,,,,5
14869,word_16927.png,Chinese,武汉市公安局文化保卫分局,,,,,5
14870,word_16928.png,Chinese,珞珈山派出所,,,,,5
14880,word_16938.png,Latin,21,,,,,0
14882,word_16940.png,Latin,INSURANCE,,,,,0
14886,word_16944.png,Latin,Safety,,,,,0
14890,word_16948.png,Latin,Gates,,,,,0
14892,word_16950.png,Chinese,紧急出口,,,,,5
14895,word_16953.png,Latin,A),,,,,0
14897,word_16955.png,Latin,(Area,,,,,0
14898,word_16956.png,Latin,B),,,,,0
14900,word_16958.png,Latin,L'OCCITANE,,,,,0
14911,word_16970.png,Latin,FIRST,,,,,0
14917,word_16976.png,Latin,Priority,,,,,0
14919,word_16978.png,Latin,Seat,,,,,0
14925,word_16984.png,Latin,ICBC,,,,,0
14930,word_16989.png,Chinese,敬请预约登岛!,,,,,5
14938,word_16997.png,Chinese,中国工商银行,,,,,5
14939,word_16998.png,Latin,CBC,,,,,0
14940,word_16999.png,Latin,100m,,,,,0
14942,word_17001.png,Latin,ng,,,,,0
14945,word_17004.png,Latin,Science,,,,,0
14953,word_17013.png,Chinese,中国银行,,,,,5
14954,word_17014.png,Latin,Zhongguancun,,,,,0
14960,word_17020.png,Latin,Firstar,,,,,0
14964,word_17024.png,Latin,South,,,,,0
14966,word_17026.png,Latin,Street,,,,,0
14982,word_17042.png,Chinese,爱上浮士德,,,,,5
14990,word_17050.png,Chinese,请绕行,,,,,5
14994,word_17054.png,Latin,Ring,,,,,0
15004,word_17064.png,Chinese,(5折),,,,,5
15007,word_17067.png,Latin,and,,,,,0
15008,word_17068.png,Latin,Sports,,,,,0
15013,word_17073.png,Latin,NO.6,,,,,0
15014,word_17074.png,Latin,Ke,,,,,0
15018,word_17078.png,Latin,Road,,,,,0
15023,word_17083.png,Latin,TECHNOLOGY,,,,,0
15032,word_17092.png,Chinese,中关村南三街,,,,,5
15046,word_17106.png,Chinese,(中关村东路),,,,,5
15053,word_17113.png,Latin,South,,,,,0
15056,word_17116.png,Chinese,禾海洁,,,,,5
15064,word_17124.png,Chinese,禁止锁闭,,,,,5
15068,word_17128.png,Chinese,中国移动通信,,,,,5
15076,word_17136.png,Chinese,车道危险,,,,,5
15085,word_17145.png,Chinese,北京航空航天大学软件学院,,,,,5
15089,word_17149.png,Chinese,康福寿足道,,,,,5
15094,word_17154.png,Chinese,美容美发,,,,,5
15097,word_17157.png,Chinese,新疆理化技术研究所,,,,,5
15100,word_17160.png,Chinese,双榆树派出所举报电话:62631994,,,,,5
15106,word_17166.png,Chinese,黑窝点”,,,,,5
15107,word_17167.png,Chinese,12365举报处置指挥中心,,,,,5
15111,word_17171.png,Chinese,移动智能报警平台,,,,,5
15118,word_17178.png,Chinese,体育馆,,,,,5
15121,word_17181.png,Chinese,招生与就业,,,,,5
15132,word_17192.png,Latin,SMOKING,,,,,0
15137,word_17197.png,Chinese,运输学院,,,,,5
15145,word_17205.png,Latin,CAUTION,,,,,0
15153,word_17213.png,Chinese,无线胶装,,,,,5
15163,word_17223.png,Chinese,扫描,,,,,5
15165,word_17225.png,Chinese,刻录,,,,,5
15176,word_17236.png,Latin,B2,,,,,0
15201,word_17262.png,Latin,Pavilion,,,,,0
15202,word_17263.png,Latin,Pavilion,,,,,0
15223,word_17285.png,Latin,office,,,,,0
15231,word_17293.png,Chinese,小心地滑,,,,,5
15232,word_17294.png,Chinese,寺螺紅,,,,,5
15233,word_17295.png,Chinese,得一向意勤求佛道,,,,,5
15238,word_17300.png,Latin,FLOOR,,,,,0
15240,word_17302.png,Chinese,三圣殿,,,,,5
15241,word_17303.png,Latin,11,,,,,0
15243,word_17305.png,Chinese,至菩萨。两侧壁画为二,,,,,5
15252,word_17314.png,Latin,BUDDHISM,,,,,0
15267,word_17329.png,Chinese,五百罗汉,,,,,5
15273,word_17335.png,Latin,GATE,,,,,0
15275,word_17337.png,Latin,TEMPLE,,,,,0
15278,word_17340.png,Latin,TEMPLE,,,,,0
15281,word_17343.png,Latin,OF,,,,,0
15285,word_17347.png,Chinese,禁止吸烟,,,,,5
15307,word_17369.png,Latin,TOILET,,,,,0
15319,word_17381.png,Chinese,怀,,,,,5
15321,word_17383.png,Chinese,红螺寺,,,,,5
15328,word_17390.png,Chinese,红螺寺,,,,,5
15344,word_17406.png,Chinese,华通热力,,,,,5
15345,word_17407.png,Latin,HUATONG,,,,,0
15350,word_17412.png,Chinese,2号院,,,,,5
15351,word_17413.png,Chinese,双榆树派出所民警提示:,,,,,5
15352,word_17414.png,Chinese,商品未付款前请勿越过此线,多谢合作!,,,,5
15359,word_17421.png,Latin,CUN,,,,,0
15360,word_17422.png,Latin,HIGH,,,,,0
15370,word_17432.png,Chinese,手机免费检测,,,,,5
15384,word_17446.png,Latin,Soon,,,,,0
15388,word_17450.png,Chinese,购物中心,,,,,5
15391,word_17453.png,Chinese,鹿港小镇,,,,,5
15395,word_17457.png,Latin,DANLING,,,,,0
15399,word_17461.png,Chinese,地下交通环廊,,,,,5
15418,word_17480.png,Chinese,让您尽享浓郁果仁滋味,,,,,5
15429,word_17491.png,Latin,Men,,,,,0
15430,word_17492.png,Latin,Ladies,,,,,0
15431,word_17493.png,Latin,Accessories,,,,,0
15437,word_17499.png,Latin,2,,,,,0
15447,word_17509.png,Chinese,潮江春,,,,,5
15453,word_17515.png,Chinese,冻饮/热饮,,,,,5
15459,word_17521.png,Chinese,广式炸春卷,,,,,5
15460,word_17522.png,Chinese,冻饮/热饮+水果沙拉,,,,,5
15488,word_17550.png,Latin,TEL,,,,,0
15493,word_17555.png,Chinese,星期一—星期五,,,,,5
15496,word_17558.png,Latin,Ito,,,,,0
15500,word_17562.png,Chinese,物品。,,,,,5
15524,word_17586.png,Latin,Hotline,,,,,0
15538,word_17600.png,Chinese,与生活相约,,,,,5
15547,word_17609.png,Chinese,的产物,,,,,5
15548,word_17610.png,Chinese,大自然的鬼斧,,,,,5
15551,word_17613.png,Chinese,欢迎您到三楼,,,,,5
15555,word_17617.png,Chinese,西夏壁画,,,,,5
15559,word_17621.png,Chinese,游客朋友:,,,,,5
15570,word_17632.png,Chinese,石嘴山北武当庙(清),,,,,5
15574,word_17636.png,Chinese,李俊塔,,,,,5
15576,word_17638.png,Chinese,俊镇南,建于明代弘治年,,,,5
15583,word_17645.png,Latin,flag,,,,,0
15588,word_17650.png,Chinese,历代名家书画,,,,,5
15593,word_17655.png,Latin,and,,,,,0
15594,word_17656.png,Latin,Calligraphy,,,,,0
15599,word_17661.png,Latin,Ancient,,,,,0
15606,word_17668.png,Chinese,招商,,,,,5
15610,word_17672.png,Chinese,年以,,,,,5
15616,word_17678.png,Chinese,济发,,,,,5
15626,word_17689.png,Chinese,上海中路3#,,,,,5
15628,word_17691.png,Chinese,高压,,,,,5
15637,word_17700.png,Chinese,万达广场,,,,,5
15639,word_17702.png,Chinese,让城市更繁华,,,,,5
15642,word_17705.png,Latin,make,,,,,0
15643,word_17706.png,Latin,Wanda,,,,,0
15649,word_17712.png,Latin,more,,,,,0
15652,word_17715.png,Latin,Life,,,,,0
15656,word_17719.png,Latin,MEN'S,,,,,0
15665,word_17728.png,Chinese,欢乐餐厅,,,,,5
15667,word_17730.png,Latin,and,,,,,0
15673,word_17736.png,Chinese,记煌,,,,,5
15674,word_17737.png,Chinese,回转火锅,,,,,5
15679,word_17742.png,Latin,SONY,,,,,0
15689,word_17752.png,Latin,Sales,,,,,0
15690,word_17753.png,Latin,XIJIAO,,,,,0
15695,word_17758.png,Latin,HOTEL,,,,,0
15699,word_17762.png,Chinese,第六届,,,,,5
15702,word_17765.png,Chinese,新春风情汇,,,,,5
15703,word_17766.png,Chinese,东方嘉宾,,,,,5
15704,word_17767.png,Chinese,万晴园,,,,,5
15711,word_17774.png,Chinese,万晴园,,,,,5
15738,word_17801.png,Chinese,酒店公寓,,,,,5
15762,word_17825.png,Chinese,商业街、幼儿园。,,,,,5
15767,word_17830.png,Chinese,高尔夫球场,,,,,5
15770,word_17833.png,Chinese,太阳会所,,,,,5
15771,word_17834.png,Chinese,顺欣阳光物业,,,,,5
15793,word_17856.png,Latin,CASIA,,,,,0
15795,word_17858.png,Latin,CHINESE,,,,,0
15796,word_17859.png,Latin,OF,,,,,0
15798,word_17861.png,Latin,ACADEMY,,,,,0
15805,word_17868.png,Latin,and,,,,,0
15821,word_17885.png,Chinese,北京·亦庄,,,,,5
15851,word_17915.png,Latin,FUND,,,,,0
15859,word_17923.png,Latin,DEVELOPMENT,,,,,0
15863,word_17927.png,Latin,Welcome,,,,,0
15864,word_17928.png,Latin,Touch,,,,,0
15868,word_17932.png,Latin,AIR,,,,,0
15870,word_17934.png,Latin,Screen,,,,,0
15873,word_17937.png,Latin,Any,,,,,0
15886,word_17950.png,Latin,climbing,,,,,0
15890,word_17954.png,Chinese,公园东门出口,,,,,5
15891,word_17955.png,Chinese,公园东门,,,,,5
15900,word_17964.png,Chinese,眼镜湖,,,,,5
15903,word_17967.png,Chinese,120米,,,,,5
15915,word_17979.png,Latin,Emergency,,,,,0
15920,word_17984.png,Latin,CAR,,,,,0
15936,word_18000.png,Chinese,芙蓉馆,,,,,5
15948,word_18012.png,Latin,RESTAURANT,,,,,0
15949,word_18013.png,Latin,Fireproofing,,,,,0
15975,word_18039.png,Chinese,全国重点文物保护单位,,,,,5
15981,word_18045.png,Chinese,香山秋色,,,,,5
15997,word_18062.png,Chinese,菩提生,除妖孽,度众生”之说。也有期盼和平,祝爱情圆满成功,,5
16007,word_18072.png,Chinese,九九大寿,,,,,5
16009,word_18074.png,Chinese,二响,,,,,5
16011,word_18076.png,Chinese,四响,,,,,5
16012,word_18077.png,Chinese,五响,,,,,5
16024,word_18089.png,Chinese,放入福中),,,,,5
16035,word_18100.png,Chinese,精品把件,,,,,5
16037,word_18102.png,Chinese,古木斋,,,,,5
16040,word_18105.png,Chinese,麻核桃,,,,,5
16049,word_18114.png,Chinese,用途:观赏,,,,,5
16054,word_18119.png,Chinese,北京植物园,,,,,5
16055,word_18120.png,Chinese,保护植物,,,,,5
16060,word_18125.png,Latin,Off,,,,,0
16063,word_18128.png,Latin,GARDEN,,,,,0
16065,word_18130.png,Latin,Mind,,,,,0
16076,word_18141.png,Latin,Clear,,,,,0
16091,word_18156.png,Chinese,监督服务电话:68584950,,,,,5
16094,word_18159.png,Chinese,电话:62654397,,,,,5
16103,word_18168.png,Chinese,铝镁钛合金门,,,,,5
16105,word_18170.png,Chinese,断桥铝,,,,,5
16111,word_18176.png,Chinese,夹胶,,,,,5
16115,word_18180.png,Chinese,电焊氩弧焊,,,,,5
16124,word_18189.png,Chinese,您的财物,,,,,5
16127,word_18192.png,Chinese,产地:华东,,,,,5
16129,word_18194.png,Chinese,用途:观赏,,,,,5
16136,word_18201.png,Chinese,应急避难,,,,,5
16142,word_18207.png,Chinese,请您接受安检,,,,,5
16145,word_18210.png,Latin,Security,,,,,0
16151,word_18216.png,Latin,Away,,,,,0
16152,word_18217.png,Chinese,水深危险,,,,,5
16178,word_18243.png,Chinese,图像采集区域,,,,,5
16182,word_18247.png,Latin,No,,,,,0
16183,word_18248.png,Latin,No,,,,,0
16194,word_18259.png,Chinese,上升,,,,,5
16197,word_18262.png,Latin,UP,,,,,0
16201,word_18266.png,Latin,Instant,,,,,0
16211,word_18276.png,Latin,Mask,,,,,0
16214,word_18279.png,Latin,WELCOME,,,,,0
16224,word_18289.png,Latin,Academy,,,,,0
16237,word_18302.png,Latin,Dan,,,,,0
16264,word_18329.png,Latin,Jian,,,,,0
16265,word_18330.png,Chinese,一草一木显温情,,,,,5
16270,word_18335.png,Latin,and,,,,,0
16272,word_18337.png,Latin,the,,,,,0
16284,word_18349.png,Latin,11,,,,,0
16286,word_18351.png,Chinese,畅享极速,,,,,5
16293,word_18358.png,Latin,Climbing,,,,,0
16294,word_18359.png,Latin,100m,,,,,0
16299,word_18364.png,Chinese,1200米,,,,,5
16304,word_18369.png,Latin,12,,,,,0
16307,word_18372.png,Latin,QING,,,,,0
16318,word_18383.png,Chinese,贵宾室,,,,,5
16334,word_18399.png,Latin,check,,,,,0
16337,word_18402.png,Chinese,非饮用水,,,,,5
16341,word_18406.png,Latin,Dringking,,,,,0
16376,word_18441.png,Chinese,风荷苑,,,,,5
16381,word_18446.png,Latin,LOTUS,,,,,0
16383,word_18448.png,Latin,FENG,,,,,0
16391,word_18456.png,Latin,CHINESE,,,,,0
16393,word_18458.png,Latin,HE,,,,,0
16420,word_18485.png,Latin,XUANWUMEN,,,,,0
16427,word_18492.png,Chinese,首班车,,,,,5
16432,word_18497.png,Chinese,1号线南延线,,,,,5
16439,word_18504.png,Latin,23:25,,,,,0
16451,word_18516.png,Chinese,元通站,,,,,5
16459,word_18524.png,Chinese,虑购票、行走和换乘时间,按时刻表,,,,5
16462,word_18527.png,Latin,0:05,,,,,0
16481,word_18546.png,Chinese,许府巷,,,,,5
16484,word_18549.png,Chinese,玄武湖隧道,,,,,5
16493,word_18558.png,Latin,LIAOJIA,,,,,0
16511,word_18576.png,Latin,SIPRA,,,,,0
16517,word_18582.png,Latin,University,,,,,0
16519,word_18584.png,Latin,Signal,,,,,0
16539,word_18604.png,Latin,R,,,,,0
16543,word_18608.png,Latin,Strathclyde,,,,,0
16548,word_18615.png,Chinese,领,,,,,5
16555,word_18622.png,Chinese,拉,,,,,5
16556,word_18623.png,Latin,BUSINESS,,,,,0
16560,word_18627.png,Latin,10:00-21:30,,,,,0
16566,word_18633.png,Chinese,南京国际广场,,,,,5
16575,word_18642.png,Latin,International,,,,,0
16576,word_18643.png,Latin,Cente,,,,,0
16578,word_18645.png,Latin,TEL:,,,,,0
16605,word_18672.png,Latin,CHINA,,,,,0
16606,word_18673.png,Latin,TELECOM,,,,,0
16610,word_18677.png,Chinese,装宽带,,,,,5
16611,word_18678.png,Chinese,打10000,,,,,5
16626,word_18693.png,Chinese,武侯祠横街,,,,,5
16629,word_18696.png,Latin,28,,,,,0
16632,word_18699.png,Chinese,人不享受,,,,,5
16635,word_18702.png,Chinese,(2期),,,,,5
16640,word_18707.png,Latin,ST.,,,,,0
16644,word_18712.png,Chinese,十个成都人,,,,,5
16651,word_18719.png,Latin,T,,,,,0
16655,word_18723.png,Latin,RESIDENTIAL,,,,,0
16660,word_18729.png,Chinese,允许借道,,,,,5
16661,word_18730.png,Chinese,区间机动车,,,,,5
16664,word_18733.png,Chinese,今日限行尾号5和0,,,,,5
16666,word_18735.png,Chinese,倍特厨柜,,,,,5
16675,word_18745.png,Chinese,成都市武侯区玉林社区卫生服务中心,,,,,5
16679,word_18749.png,Chinese,盛商店,,,,,5
16686,word_18756.png,Chinese,健康中心,,,,,5
16690,word_18760.png,Chinese,亨富超市,,,,,5
16696,word_18766.png,Chinese,成都空军第二招待所,,,,,5
16701,word_18771.png,Chinese,主营:塑钢/不锈钢/铝合金/楼梯/扶手/护栏/铁花/灯箱,,,,,5
16702,word_18772.png,Chinese,电话:81219124,,,,,5
16707,word_18777.png,Chinese,洗面桥东一街,,,,,5
16708,word_18778.png,Latin,XIMIANQIAO,,,,,0
16709,word_18779.png,Chinese,把成都建设成“中西部最具影响力、,,,,,5
16714,word_18784.png,Latin,1,,,,,0
16715,word_18785.png,Latin,JIE,,,,,0
16719,word_18789.png,Chinese,定制家具,,,,,5
16723,word_18793.png,Latin,FURNITURE,,,,,0
16728,word_18798.png,Chinese,北岛《回答》,,,,,5
16733,word_18803.png,Latin,pteris,,,,,0
16734,word_18804.png,Latin,Pteridaceae,,,,,0
16735,word_18805.png,Latin,multifida,,,,,0
16748,word_18818.png,Chinese,万佛楼,,,,,5
16759,word_18829.png,Latin,M,,,,,0
16766,word_18836.png,Latin,TANG,,,,,0
16769,word_18839.png,Latin,PAGODA,,,,,0
16783,word_18853.png,Latin,60,,,,,0
16788,word_18858.png,Latin,THE,,,,,0
16792,word_18862.png,Latin,GATE,,,,,0
16799,word_18869.png,Chinese,注意安全,,,,,5
16800,word_18870.png,Chinese,请勿滞留桥上,,,,,5
16805,word_18875.png,Latin,China,,,,,0
16830,word_18900.png,Latin,INTERNATIONAL,,,,,0
16833,word_18903.png,Latin,CONFERENCE,,,,,0
16848,word_18918.png,Latin,Rose,,,,,0
16852,word_18922.png,Latin,Lijing,,,,,0
16864,word_18934.png,Latin,Health,,,,,0
16878,word_18949.png,Chinese,叠翠湖,,,,,5
16891,word_18962.png,Latin,Attention,,,,,0
16900,word_18971.png,Latin,(Linn.)presl,,,,,0
16902,word_18973.png,Chinese,形态和习性:常绿乔木,树皮幼时绿,,,,5
16915,word_18986.png,Chinese,——海淀区地震局宣,,,,,5
16921,word_18992.png,Latin,grass,,,,,0
16922,word_18993.png,Latin,keep,,,,,0
16923,word_18994.png,Latin,away,,,,,0
16930,word_19001.png,Chinese,后关闭电脑及显示器。,,,,,5
16931,word_19002.png,Chinese,办公,,,,,5
16939,word_19010.png,Chinese,公园热线:81181458,,,,,5
16941,word_19012.png,Chinese,消防器材,,,,,5
16943,word_19014.png,Chinese,严禁挪用,,,,,5
16944,word_19015.png,Chinese,生物膜与膜生物工程,,,,,5
16955,word_19026.png,Chinese,新景渔村,,,,,5
16957,word_19028.png,Chinese,冰棍,,,,,5
16959,word_19030.png,Chinese,烟酒,,,,,5
16960,word_19031.png,Chinese,各种小吃,,,,,5
16966,word_19037.png,Chinese,厢式货车,,,,,5
16981,word_19052.png,Chinese,入口,,,,,5
16983,word_19054.png,Chinese,全国重点文物保护单位,,,,,5
16984,word_19055.png,Chinese,十三陵-长陵,,,,,5
16989,word_19060.png,Chinese,北京市文物事业管理局一九八一年七月立,,,,,5
16991,word_19062.png,Chinese,長陵,,,,,5
16994,word_19065.png,Latin,Flames,,,,,0
16995,word_19066.png,Chinese,请勿刻划,,,,,5
17007,word_19078.png,Chinese,农业观光园,,,,,5
17013,word_19084.png,Latin,Center,,,,,0
17014,word_19085.png,Latin,Restaurant,,,,,0
17030,word_19101.png,Latin,Fuhai,,,,,0
17042,word_19113.png,Chinese,卫生间,,,,,5
17046,word_19117.png,Latin,Toilet,,,,,0
17054,word_19125.png,Chinese,北京市中关村第二小学,,,,,5
17056,word_19127.png,Chinese,暨金帆交响乐团学前部,,,,,5
17066,word_19137.png,Latin,belongings,,,,,0
17067,word_19138.png,Chinese,吉林修正健康科技有限公司,,,,,5
17072,word_19143.png,Chinese,匡亚明楼,,,,,5
17077,word_19148.png,Chinese,出口,,,,,5
17079,word_19150.png,Latin,Brother,,,,,0
17093,word_19164.png,Chinese,碧水塘池,,,,,5
17095,word_19166.png,Latin,Blue,,,,,0
17096,word_19167.png,Chinese,中国国家地质公园,,,,,5
17098,word_19169.png,Latin,Pond,,,,,0
17100,word_19171.png,Chinese,中国国家森林公园,,,,,5
17107,word_19178.png,Chinese,由此上山,,,,,5
17110,word_19181.png,Latin,the,,,,,0
17111,word_19182.png,Latin,mountain.,,,,,0
17115,word_19186.png,Latin,please,,,,,0
17121,word_19192.png,Latin,don't,,,,,0
17125,word_19196.png,Latin,rails.,,,,,0
17139,word_19210.png,Chinese,满段,,,,,5
17150,word_19221.png,Chinese,红色耀中华,,,,,5
17151,word_19222.png,Chinese,国门景区温馨提示,,,,,5
17157,word_19228.png,Latin,1993,,,,,0
17165,word_19236.png,Latin,133,,,,,0
17174,word_19245.png,Chinese,北京鸟巢体验中心,,,,,5
17175,word_19246.png,Latin,3,,,,,0
17181,word_19252.png,Latin,LOBBY,,,,,0
17184,word_19255.png,Latin,SR,,,,,0
17186,word_19257.png,Chinese,收货处,,,,,5
17196,word_19267.png,Chinese,丽人街,,,,,5
17199,word_19270.png,Chinese,火警时按下,,,,,5
17210,word_19281.png,Chinese,烧烤,,,,,5
17216,word_19287.png,Chinese,售票处,,,,,5
17220,word_19291.png,Latin,Information,,,,,0
17222,word_19293.png,Latin,Smoking,,,,,0
17230,word_19301.png,Latin,100m,,,,,0
17232,word_19303.png,Chinese,禁止入内,,,,,5
